광역단체,기초단체,영화상영관코드,영화상영관명,총 스크린수,총 좌석수,필름 상영관수,2D 상영관수,3D 상영관수,4D 상영관수,IMAX 상영관수,상설여부,특별관운영여부,가입여부,전송사업자명,개관일,영업상태,운영형태,주소,전화번호,홈페이지
서울시,강북구,1244,롯데시네마 수유,6,852,0,6,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2017-04-26,영업,위탁,서울특별시 강북구 번동 449-1 번지 10~14층,02-1544-8855,http://www.lottecinema.co.kr
인천시,부평구,15036,롯데시네마 부평역사,9,1290,0,9,4,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2008-09-04,영업,직영,"인천광역시 부평구 부평동 738-21 번지 7,8층",1544-8855,http://www.lottecinema.co.kr/
인천시,부평구,15023,롯데시네마 부평,9,1523,0,9,4,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2006-03-01,영업,직영,인천광역시 부평구 부평동 152-1 번지,1544-8855,http://www.lottecinema.co.kr/
서울시,중구,1151,메가박스 동대문,8,1744,0,8,0,0,0,상설,,가입,메가박스(주),2008-09-11,영업,직영,서울특별시 중구 을지로6가 18-21 번지 굿모닝시티 9층~11층,1544-0070,http://www.megabox.co.kr/
경기도,군포시,2216,롯데시네마 산본피트인,7,980,0,7,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2016-05-02,영업,직영,경기도 군포시 산본동 1145-6 번지 10층 (산본동),02-1544-8855,http://www.lottecinema.co.kr
경기도,성남시,2075,CGV 판교,7,1282,0,7,4,1,1,상설,,가입,CJ올리브네트웍스(주),2015-08-20,영업,직영,경기도 성남시 분당구 백현동 541 번지 현대백화점 8층,1544-1122,www.cgv.co.kr
부산시,기장군,1211,모노플렉스 오시리아,1,74,0,1,0,0,0,상설,,가입,(주)디트릭스,2021-08-23,영업,직영,부산광역시 기장군 기장읍 시랑리 산-46 번지 오시리아테마파크 1층 모노플렉스 오시리아점,051-926-0926,https://www.monoplex.com
서울시,종로구,1099,CGV 피카디리1958,6,885,0,8,2,0,0,상설,,가입,CJ올리브네트웍스(주),2015-12-03,영업,직영,서울특별시 종로구 돈의동 137 번지,1544-1122,http://www.thepicca.co.kr/
충청남도,예산군,5056,예산시네마,2,99,0,2,1,0,0,상설,,가입,작은영화관 사회적협동조합,2017-04-12,영업,위탁,충청남도 예산군 예산읍 233-4 번지,041-335-2331,http://yesan.littlecinema.co.kr/
충청남도,천안시,5071,롯데시네마 천안불당,6,658,0,5,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2021-11-18,영업,위탁,,,http://www.lottecinema.co.kr
전라북도,전주시,8233,CGV 전주에코시티,6,806,0,6,0,0,0,상설,,가입,CJ올리브네트웍스(주),2021-11-18,영업,위탁,전라북도 전주시 덕진구 송천동2가 1329-1 번지 로마네시티 현대썬앤빌 전주 4~8층 CGV,063-253-7300,http://www.cgv.co.kr/
경기도,수원시,2007,메가박스 수원,5,1129,0,5,1,0,0,상설,,가입,메가박스(주),2001-11-10,영업,위탁,경기도 수원시 권선구 권선동 1189 번지 수원버스터미널 4층,1544-0070,http://www.megabox.co.kr/
경기도,광주시,2278,CGV DRIVE IN 곤지암,1,260,0,1,0,0,0,상설,,가입,CJ올리브네트웍스(주),2021-10-23,영업,위탁,경기도 광주시 도척면 534 번지 곤지암리조트 제1주차장,02-6004-5077,
서울시,서초구,1284,CGV Salon 서초,1,26,0,1,0,0,0,상설,,가입,CJ올리브네트웍스(주),2021-11-18,영업,직영,서울특별시 서초구 서초동 1335 번지 B2층,,
경기도,안산시,2118,CGV 안산,9,1758,0,9,2,1,0,상설,,가입,CJ올리브네트웍스(주),2006-09-29,영업,직영,"경기도 안산시 단원구 고잔동 725-1 번지 (고잔동, NC백화점 A관 6층)",1544-1122,http://www.cgv.co.kr/
충청남도,천안시,5054,천안인생극장,1,170,1,1,0,0,0,상설,,가입,(주)디트릭스,2016-12-10,영업,직영,충청남도 천안시 동남구 문화동 99-1 번지 파리빌딩 지하1층,041-622-5772,
대전시,유성구,13038,메가박스 대전신세계 아트앤사이언스,7,976,0,7,0,0,0,상설,,가입,메가박스(주),2021-08-25,영업,직영,대전광역시 유성구 도룡동 3-1 번지 대전신세계 아트앤사이언스점 6~7층,02-1544-0070,http://www.megabox.co.kr/
경기도,용인시,2279,CGV 기흥,6,744,0,6,0,0,0,상설,,가입,CJ올리브네트웍스(주),2021-09-15,영업,위탁,경기도 용인시 기흥구 구갈동 679 번지 기흥ICT밸리 B동 지하2층 CGV 기흥,,
경기도,하남시,2280,하남미사 AWC,3,12,0,3,0,0,0,상설,,가입,(주)더브이엑스,2021-10-01,영업,직영,경기도 하남시 망월동 1129-4 번지 에코타워 2층 201호,,
대구시,북구,12056,CGV 대구연경,6,556,0,6,0,0,0,상설,,가입,CJ올리브네트웍스(주),2021-09-17,영업,위탁,대구광역시 북구 연경동 1078-2 번지 4층 CGV극장,053-986-6200,
부산시,부산진구,11067,CGV 서면삼정타워,8,1244,0,8,1,0,0,상설,,가입,CJ올리브네트웍스(주),2019-07-04,영업,위탁,부산광역시 부산진구 부전동 227-2 번지 서면피에스타 11층,,
경상남도,김해시,7086,CGV 김해율하,4,262,0,4,0,0,0,상설,,가입,CJ올리브네트웍스(주),2020-02-20,영업,위탁,경상남도 김해시 율하동 1347-2 번지 3층,,
부산시,해운대구,11058,CGV 해운대,6,437,0,6,3,0,0,상설,,가입,CJ올리브네트웍스(주),2015-10-22,영업,위탁,부산광역시 해운대구 우동 539-10 번지,1544-1122,
충청남도,서산시,5039,롯데시네마 서산,7,945,0,7,6,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2011-04-28,영업,위탁,충청남도 서산시 동문동 193-1 번지,1544-8855,http://www.lottecinema.co.kr/
경기도,화성시,2277,롯데시네마 동탄_샤롯데,1,40,0,1,0,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2021-08-18,영업,직영,경기도 화성시 오산동 967-157 번지 롯데백화점 7층 롯데시네마 동탄,02-1544-8855,www.lottecinema.co.kr
대구시,북구,12015,메가박스 북대구(칠곡),6,829,0,6,2,0,0,상설,,가입,메가박스(주),2006-12-24,영업,위탁,대구광역시 북구 동천동 895-2 번지 씨네피아 5~11층,1544-0070,http://www.megabox.co.kr/
인천시,서구,15057,메가박스 청라지젤,7,784,0,7,1,0,0,상설,,가입,메가박스(주),2017-10-25,영업,위탁,인천광역시 서구 청라동 165-12 번지 지젤M청라 4층 메가박스 청라지젤점,02-1544-0070,http://www.megabox.co.kr
서울시,서대문구,1148,아트하우스모모,2,276,2,2,1,0,0,상설,,가입,(주)디트릭스,2008-08-01,영업,위탁,서울특별시 서대문구 대현동 11-1 번지 이화여자대학교 이화캠퍼스콤플렉스(지하4층),02-747-7782,http://www.arthousemomo.com/
경상북도,포항시,6036,롯데시네마 포항,8,1528,0,8,3,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2009-04-21,영업,위탁,경상북도 포항시 북구 대흥동 563-3 번지 3층~9층,1544-8855,http://www.lottecinema.co.kr/
서울시,성북구,1271,CGV 성신여대입구,5,768,0,5,0,0,0,상설,,가입,CJ올리브네트웍스(주),2008-09-11,영업,직영,서울특별시 성북구 동선동1가 1-2 번지 유타몰 10~12층,,http://www.cgv.co.kr
충청남도,천안시,5070,CGV 천안시청,8,964,0,8,1,0,0,상설,,가입,CJ올리브네트웍스(주),2021-07-28,영업,위탁,"충청남도 천안시 서북구 불당동 1485 번지 센트에비뉴 2층,3층, 4층",041-569-0728,www.cgv.co.kr
전라남도,목포시,9068,목포극장 1926,2,328,0,2,0,0,0,상설,,가입,예스이십사 주식회사,2020-08-05,영업,직영,전라남도 목포시 죽동 22-3 번지 1층,,
서울시,마포구,1283,CGV 연남,6,734,0,6,1,1,0,상설,,가입,CJ올리브네트웍스(주),2021-07-07,영업,직영,서울특별시 마포구 동교동 167-2 번지 LC TOWER 7~10층,1544-1122,http://www.cgv.co.kr
경기도,부천시,2113,CGV 역곡,6,451,0,6,2,0,0,상설,,가입,CJ올리브네트웍스(주),2005-12-28,영업,위탁,경기도 부천시 괴안동 113-1 번지 역곡 하이뷰 6층,1544-1122,http://www.cgv.co.kr
경기도,안양시,2214,CGV 범계,6,490,0,6,1,0,0,상설,,가입,CJ올리브네트웍스(주),2013-05-16,영업,위탁,경기도 안양시 동안구 호계동 1039-3 번지 뉴코아 아울렛 11층,1544-1122,
경기도,양주시,2202,메가박스 양주,4,338,0,4,2,0,0,상설,,가입,메가박스(주),2011-12-27,영업,위탁,"경기도 양주시 광사동 651-1 번지 해동월드타워 9층 1,2,3호 10층 1,2,3,4호",1544-0070,http://www.megabox.co.kr
경상북도,영천시,6074,영천공설시장 별빛영화관,1,76,0,1,0,0,0,상설,,가입,(주)씨네큐,2017-10-12,영업,직영,경상북도 영천시 완산동 982-34 번지 영철공설시장 2층 202호,054-338-7053,https://www.cineq.co.kr
인천시,연수구,15065,CGV DRIVE IN 스퀘어원,1,200,0,1,0,0,0,상설,,가입,CJ올리브네트웍스(주),2021-06-25,영업,위탁,인천광역시 연수구 동춘동 926 번지 스퀘어원,,
부산시,강서구,11070,롯데시네마 부산명지,7,810,0,7,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2021-07-01,영업,위탁,부산광역시 강서구 명지동 3432-3 번지 부산대방디엠시티 센텀오션2차 2층,02-1544-8855,www.lottecinema.co.kr
인천시,남구,15066,CGV 인천도화,6,536,0,6,0,0,0,상설,,가입,CJ올리브네트웍스(주),2021-06-24,영업,위탁,인천광역시 남구 도화동 1011 번지,032-866-2006,https://www.cgv.co.kr
경기도,남양주시,2035,롯데시네마 마석,2,172,0,2,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2013-06-27,영업,직영,경기도 남양주시 화도읍 255-24 번지 롯데마트 마석점,1544-8855,www.lottecinema.co.kr
부산시,기장군,11069,롯데시네마 드라이브 오시리아,2,308,0,2,0,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2021-06-10,영업,위탁,부산광역시 기장군 기장읍 시랑리 산-46 번지,,
부산시,북구,11052,메가박스 덕천,9,690,0,9,1,0,0,상설,,가입,메가박스(주),2013-04-29,영업,위탁,부산광역시 북구 덕천동 398-2 번지,1544-0070,http://www.megabox.co.kr/
강원도,삼척시,3203,삼척 가람영화관,3,268,0,3,2,0,0,상설,,가입,(주)디트릭스,2016-09-08,영업,위탁,강원도 삼척시 성남동 173-3 번지,033-575-7053,http://samcheok.scinema.org/
강원도,강릉시,1194,CGV 강릉,9,1619,0,10,3,0,0,상설,,가입,CJ올리브네트웍스(주),2012-06-14,영업,직영,강원도 강릉시 옥천동 189 번지 씨네몰 6~8층,1544-1122,http://www.cgv.co.kr/
강원도,원주시,3046,CGV 원주,10,1947,0,11,3,0,0,상설,,가입,CJ올리브네트웍스(주),2012-09-06,영업,직영,강원도 원주시 단계동 877-1 번지,1544-1122,http://www.cgv.co.kr/
인천시,연수구,15043,CGV 인천연수,7,1543,0,7,2,0,0,상설,,가입,CJ올리브네트웍스(주),2012-10-05,영업,직영,인천광역시 연수구 동춘동 926 번지 스퀘어원 쇼핑몰 4층,1544-1122,http://www.cgv.co.kr/
강원도,속초시,3215,롯데시네마 속초,5,516,0,5,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2021-04-30,영업,위탁,강원도 속초시 금호동 473-235 번지 속초센텀마크 3층 롯데시네마,,http://www.lottecinema.co.kr
충청북도,보은군,4049,씨네Q 보은,2,91,0,2,1,0,0,상설,,가입,(주)씨네큐,2021-04-30,영업,직영,충청북도 보은군 보은읍 116-1 번지,070-5117-5819,
부산시,북구,11019,CGV 화명,7,756,0,7,2,0,0,상설,,가입,CJ올리브네트웍스(주),2013-07-01,영업,직영,부산광역시 북구 화명동 2275-1 번지 센추리빌딩,1544-1122,http://www.cgv.co.kr
경상남도,김해시,7031,CGV 김해,9,1531,0,9,4,1,0,상설,,가입,CJ올리브네트웍스(주),2005-03-12,영업,직영,경상남도 김해시 내동 1131-4 번지 휴앤락몰 4층,1544-1122,http://www.cgv.co.kr
서울시,강동구,1230,CGV 천호,6,1240,0,6,4,0,1,상설,,가입,CJ올리브네트웍스(주),2015-07-08,영업,직영,서울특별시 강동구 천호동 42 번지 홈플러스 4층,1544-1122,www.cgv.co.kr
서울시,중구,1057,CGV 명동,5,736,0,5,4,0,0,상설,,가입,CJ올리브네트웍스(주),2001-12-23,영업,직영,서울특별시 중구 명동2가 83-5 번지 아바타빌딩 8층,1544-1122,http://www.cgv.co.kr
서울시,중구,1247,CGV 동대문,6,676,0,6,3,0,0,상설,,가입,CJ올리브네트웍스(주),2017-12-19,영업,직영,서울특별시 중구 을지로6가 17-2 번지,,
서울시,강북구,1257,CGV 수유,9,972,0,9,0,0,0,상설,,가입,CJ올리브네트웍스(주),2018-03-23,영업,직영,서울특별시 강북구 수유동 168-12 번지,,
서울시,강북구,1124,CGV 미아,6,692,0,6,3,0,0,상설,,가입,CJ올리브네트웍스(주),2007-04-01,영업,직영,서울특별시 강북구 미아동 35-4 번지 트레지오쇼핑몰 9층,1544-1122,http://www.cgv.co.kr/
부산시,남구,11034,CGV 대연,8,1171,0,8,4,0,0,상설,,가입,CJ올리브네트웍스(주),2007-09-12,영업,직영,부산광역시 남구 대연동 73-15 번지 5층,1544-1122,http://www.cgv.co.kr/
광주시,동구,16047,CGV 광주금남로,9,955,0,9,2,0,0,상설,,가입,CJ올리브네트웍스(주),2019-04-26,영업,직영,광주광역시 동구 불로동 1-21 번지 2층,,
부산시,해운대구,11044,CGV 센텀시티,8,2062,0,8,4,1,0,상설,,가입,CJ올리브네트웍스(주),2009-03-03,영업,직영,부산광역시 해운대구 우동 1495 번지 신세계백화점 서관 7층,1544-1122,http://www.cgv.co.kr
서울시,중랑구,1236,CGV 상봉,7,1167,0,7,3,1,0,상설,,가입,CJ올리브네트웍스(주),2016-02-25,영업,직영,서울특별시 중랑구 상봉동 501 번지 상봉듀오트리스 B2F,1544-1122,
경기도,김포시,2273,CGV 김포,6,806,0,6,0,0,0,상설,,가입,CJ올리브네트웍스(주),2021-04-28,영업,직영,경기도 김포시 풍무동 202-1 번지 5층,,
경기도,남양주시,2272,롯데시네마 별내,5,775,0,5,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2021-05-01,영업,직영,경기도 남양주시 별내동 1005 번지 지하 1~2층,02-1544-8855,http://www.lottecinema.co.kr
서울시,용산구,1245,CINE de CHEF 용산아이파크몰,2,114,0,4,2,0,0,상설,,가입,CJ올리브네트웍스(주),2017-06-30,영업,직영,서울특별시 용산구 한강로3가 40-999 번지 아이파크몰 6층,,
서울시,용산구,1088,CGV 용산아이파크몰,21,5226,0,21,7,1,1,상설,,가입,CJ올리브네트웍스(주),2004-10-08,영업,직영,서울특별시 용산구 한강로3가 40-999 번지 아이파크몰 6층,1544-1122,http://www.cgv.co.kr/
경기도,고양시,2210,메가박스 백석,7,1222,0,8,3,0,0,상설,,가입,메가박스(주),2012-12-22,영업,직영,경기도 고양시 일산동구 중앙로 1036,1544-0070,http://www.megabox.co.kr/
경기도,화성시,2234,CGV 동탄역,7,1026,0,7,2,1,0,상설,,가입,CJ올리브네트웍스(주),2018-03-28,영업,직영,경기도 화성시 오산동 967-164 번지,010-3409-5303,
전라남도,보성군,9066,보성 작은영화관,2,96,0,2,2,0,0,상설,,가입,(주)유유코리아,2019-04-05,영업,위탁,전라남도 보성군 보성읍 2-27 번지,061-852-7050,http://boseong.petitecine.com/
전라남도,장흥군,9051,정남진시네마,2,99,0,2,1,0,0,상설,,가입,(주)유유코리아,2015-10-19,영업,위탁,전라남도 장흥군 장흥읍 318-2 번지 장흥국민체육센터 4층,061-862-7053,http://jangheung.petitecine.com/
경기도,용인시,2246,롯데시네마 용인역북,7,1002,0,7,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2019-01-16,영업,직영,경기도 용인시 처인구 역북동 510-3 번지 5층 롯데시네마 사무실,,
경상북도,영주시,6077,롯데시네마 영주,6,909,0,6,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2018-03-09,영업,위탁,,054-634-3000,
경기도,안양시,2019,롯데시네마 안양(안양역),7,1114,0,7,6,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2002-05-10,영업,직영,경기도 안양시 만안구 안양동 88-1 번지,1544-8855,http://www.lottecinema.co.kr/
경기도,용인시,2251,롯데시네마 수지,8,1331,0,8,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2019-08-29,영업,직영,경기도 용인시 수지구 성복동 61-7 번지 롯데몰 수지 5층 롯데시네마,,
충청남도,천안시,5067,씨네큐 천안불당,4,317,0,4,0,0,0,상설,,가입,(주)씨네큐,2020-09-25,영업,위탁,충청남도 천안시 서북구 불당동 1616 번지 지앤지홀딩스타워 5~8층,070-5038-4565,www.cineq.co.kr
전라남도,광양시,9053,CGV 광양엘에프스퀘어,7,1204,0,7,2,0,0,상설,,가입,CJ올리브네트웍스(주),2017-01-24,영업,위탁,전라남도 광양시 광양읍 1834 번지 LF스퀘어 3층 가든동,,
충청북도,충주시,4048,CGV 충주교현,6,463,0,6,1,0,0,상설,,가입,CJ올리브네트웍스(주),2021-04-14,영업,위탁,"충청북도 충주시 교현동 539-1 번지 5,6,7,8층",070-7525-0037,http://www.cgv.co.kr
광주시,서구,16021,메가박스 광주상무,10,837,0,10,0,0,0,상설,,가입,메가박스(주),2007-08-13,영업,위탁,광주광역시 서구 치평동 1223-3 번지 4,1544-0070,http://www.megabox.co.kr/
전라북도,전주시,8054,메가박스 전주혁신,7,732,0,7,1,0,0,상설,,가입,메가박스(주),2020-11-05,영업,위탁,전라북도 전주시 덕진구 장동 1111 번지 2층,02-1544-0070,http://www.megabox.co.kr/
경기도,용인시,2262,메가박스 용인기흥,6,254,0,6,0,0,0,상설,,가입,메가박스(주),2020-05-11,영업,직영,경기도 용인시 기흥구 고매동 271 번지,02-1544-0070,http://www.megabox.co.kr/
세종시,연기군,17041,메가박스 세종청사,6,682,0,6,0,0,0,상설,,가입,메가박스(주),2020-06-01,영업,직영,세종특별자치시 북구 어진동 510 번지 엠브릿지 지하 1~2층,02-1544-0070,http://www.megabox.co.kr/
경상북도,안동시,6035,롯데시네마 프리미엄 안동,5,343,0,5,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2014-04-16,영업,위탁,"경북 안동시 옥동 테마플라자 A동401, 501",1544-8855,http://lottecinama.co.kr
경상북도,경산시,6081,CGV 경산,7,561,0,7,0,0,0,상설,,가입,CJ올리브네트웍스(주),2021-04-09,영업,위탁,경상북도 경산시 중방동 897 번지 2층 CGV극장,053-812-8970,
강원도,인제군,3212,CGV 인제,3,513,0,3,0,0,0,상설,,가입,CJ올리브네트웍스(주),2018-09-22,영업,위탁,강원도 인제군 인제읍 388 번지,,
경기도,수원시,2259,CGV 광교,7,1528,0,7,2,1,1,상설,,가입,CJ올리브네트웍스(주),2020-03-20,영업,직영,경기도 수원시 영통구 하동 871-1 번지 갤러리아 백화점 광교점 10층,,
경기도,수원시,2117,CGV 북수원,10,2197,0,10,4,0,0,상설,,가입,CJ올리브네트웍스(주),2006-09-21,영업,직영,경기도 수원시 장안구 조원동 893 번지 아일렛타운 4층,1544-1122,http://www.cgv.co.kr/
광주시,광산구,16015,CGV 광주첨단,9,1219,0,12,3,1,0,상설,,가입,CJ올리브네트웍스(주),2006-01-13,영업,직영,광주광역시 광산구 쌍암동 694-35 번지,1544-1122,http://www.cgv.co.kr/
대구시,달서구,12050,CGV 대구월성,7,1247,0,7,3,0,0,상설,,가입,CJ올리브네트웍스(주),2016-11-29,영업,직영,대구광역시 달서구 월성동 1846 번지 이래타워 4층,053-609-3005,
충청북도,청주시,4024,CGV 청주성안길,8,904,0,8,0,0,0,상설,,가입,CJ올리브네트웍스(주),2008-07-24,영업,위탁,충청북도 청주시 상당구 북문로1가 170-1 번지,1544-1122,http://www.cgv.co.kr/
충청북도,청주시,4036,CGV 청주지웰시티,8,1675,0,8,3,1,0,상설,,가입,CJ올리브네트웍스(주),2014-04-24,영업,직영,"충청북도 청주시 흥덕구 복대동 288-14 번지 3,4층",1544-1122,
충청남도,홍성군,5041,CGV 홍성,6,869,0,6,2,0,0,상설,,가입,CJ올리브네트웍스(주),2011-12-22,영업,직영,충청남도 홍성군 홍성읍 1042 번지 5층,1544-1122,http://www.cgv.co.kr
충청남도,천안시,5043,CGV 천안펜타포트,11,1422,0,11,5,1,0,상설,,가입,CJ올리브네트웍스(주),2013-03-01,영업,직영,충청남도 천안시 서북구 불당동 1289 번지 펜타포트 주상복합상가 5F,1544-1122,http://www.cgv.co.kr/
충청남도,천안시,5027,CGV 천안,8,1017,0,8,4,0,0,상설,,가입,CJ올리브네트웍스(주),2007-04-01,영업,직영,충청남도 천안시 동남구 대흥동 102-10 번지 오렌지시네스타 5층,1544-1122,http://www.cgv.co.kr/
충청남도,서산시,5049,CGV 서산,8,820,0,8,2,0,0,상설,,가입,CJ올리브네트웍스(주),2015-07-29,영업,위탁,충청남도 서산시 동문동 1029-1 번지 서산 디퍼아울렛,1544-1122,
충청남도,논산시,5066,CGV 논산,5,660,0,5,1,0,0,상설,,가입,CJ올리브네트웍스(주),2020-09-24,영업,직영,충청남도 논산시 내동 452 번지 CGV타워 3층,,
제주도,제주시,10016,CGV 제주노형,6,857,0,6,2,0,0,상설,,가입,CJ올리브네트웍스(주),2017-09-13,영업,직영,제주특별자치도 제주시 노형동 1288-5 번지 노형타워 5층,,
제주도,제주시,10011,CGV 제주,8,842,0,8,3,1,0,상설,,가입,CJ올리브네트웍스(주),2006-03-30,영업,직영,제주특별자치도 제주시 이도이동 1776-3 번지 302~306호,1544-1122,http://www.cgv.co.kr/
전라북도,전주시,8051,CGV 전주효자,7,1795,0,7,4,0,1,상설,,가입,CJ올리브네트웍스(주),2014-08-28,영업,직영,전라북도 전주시 완산구 효자동1가 434 번지 Mall of Hyoja 2층,1544-1122,
전라북도,전주시,8231,CGV서전주,5,720,0,5,2,0,0,상설,,가입,CJ올리브네트웍스(주),2018-04-24,영업,직영,전라북도 전주시 완산구 효자동3가 1531-2 번지 엠스퀘어 6층~8층,,
전라남도,목포시,9025,CGV 목포,7,2343,0,8,1,0,0,상설,,가입,CJ올리브네트웍스(주),2004-12-17,영업,직영,전라남도 목포시 상동 892 번지,1544-1122,http://www.cgv.co.kr/
전라남도,나주시,9058,CGV 나주,6,665,0,6,0,0,0,상설,,가입,CJ올리브네트웍스(주),2017-09-28,영업,위탁,전라남도 나주시 빛가람동 203-3 번지 4층,,
전라남도,광양시,9054,CGV 광양,4,670,0,4,2,0,0,상설,,가입,CJ올리브네트웍스(주),2017-04-28,영업,직영,전라남도 광양시 금호동 624-24 번지 몰오브광양 2~3층,,
인천시,서구,15059,CGV 청라,7,1073,0,7,1,0,0,상설,,가입,CJ올리브네트웍스(주),2018-05-11,영업,위탁,인천광역시 서구 경서동 953-7 번지 3층 305호,032-721-5660,www.cgv.co.kr
서울시,중랑구,1281,롯데시네마 중랑,8,973,0,8,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2020-10-08,영업,위탁,서울특별시 중랑구 묵동 234-1 번지 롯데시네마 중랑,02-1544-8855,www.lottecinema.co.kr
강원도,원주시,3208,롯데시네마 원주무실,8,1079,0,8,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2017-06-29,영업,직영,강원도 원주시 무실동 1857-2 번지,02-1544-8855,http://www.lottecinema.co.kr
경기도,안산시,2106,롯데시네마 안산,7,1575,0,7,5,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2005-09-06,영업,직영,경기도 안산시 상록구 성포동 590 번지,1544-8855,http://www.lottecinema.co.kr/
인천시,남구,15020,CGV 주안역,9,1004,0,9,4,0,0,상설,,가입,CJ올리브네트웍스(주),2005-02-17,영업,위탁,인천광역시 남구 주안동 30-1 번지 카라아울렛 6~10층,1544-1122,http://www.cgv.co.kr
인천시,남구,15063,CGV 인천학익,6,1012,0,6,1,0,0,상설,,가입,CJ올리브네트웍스(주),2020-07-10,영업,직영,인천광역시 남구 학익동 401-21 번지,,
인천시,계양구,15024,CGV 계양,8,1257,0,8,5,1,0,상설,,가입,CJ올리브네트웍스(주),2006-09-25,영업,직영,인천광역시 계양구 작전동 899-1 번지 8~11층,1544-1122,http://www.cgv.co.kr
울산시,북구,1269,CGV 울산진장,7,1066,0,7,3,0,0,상설,,가입,CJ올리브네트웍스(주),2018-11-30,영업,직영,울산광역시 북구 진장동 120-9 번지 2층 CGV 울산진장,,www.cgv.co.kr
울산시,북구,14017,CGV 울산신천,4,363,0,4,2,0,0,상설,,가입,CJ올리브네트웍스(주),2019-11-28,영업,직영,울산광역시 북구 신천동 51 번지 신천CGV LEEPLEX 6층,,
울산시,남구,14013,CGV 울산삼산,11,2487,0,11,7,1,1,상설,,가입,CJ올리브네트웍스(주),2013-05-01,영업,직영,울산광역시 남구 삼산동 1569-1 번지 업스퀘어 5층,1544-1122,
경상북도,상주시,6084,롯데시네마 상주,4,471,0,4,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2020-01-21,영업,위탁,경상북도 상주시 서문동 140-2 번지,,www.lottecinema.co.kr
대구시,달서구,12048,롯데시네마 상인,7,1276,0,7,2,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2015-12-17,영업,직영,대구광역시 달서구 상인동 241 번지,1544-8855,http://www.lottecinema.co.kr
서울시,양천구,1036,CGV 목동,8,1372,0,8,4,0,0,상설,,가입,CJ올리브네트웍스(주),2002-08-29,영업,직영,서울특별시 양천구 목동 916 번지 현대백화점 지하2층,1544-1122,http://www.cgv.co.kr
서울시,성동구,1154,CGV 왕십리,10,1770,0,10,9,1,1,상설,,가입,CJ올리브네트웍스(주),2008-12-24,영업,직영,서울특별시 성동구 행당동 168-151 번지 (왕십리 민자역사 5층),1544-1122,http://www.cgv.co.kr
경상남도,사천시,7071,롯데시네마 사천,6,607,0,6,1,0,0,상설,,가입,롯데컬처웍스(주)롯데시네마,2015-09-15,영업,위탁,경상남도 사천시 사천읍 331 번지,,
서울시,노원구,1216,CGV 하계,4,916,0,4,3,0,0,상설,,가입,CJ올리브네트웍스(주),2013-09-12,영업,직영,서울특별시 노원구 중계동 506-1 번지 건영백화점 지하1층,1544-1122,cgv.co.kr
서울시,노원구,1203,CGV 중계,7,1090,0,7,3,1,0,상설,,가입,CJ올리브네트웍스(주),2013-04-25,영업,직영,서울특별시 노원구 중계동 509-2 번지,1544-1122,
서울시,강서구,1270,CGV 등촌,8,1217,0,8,4,0,0,상설,,가입,CJ올리브네트웍스(주),2019-01-30,영업,직영,서울특별시 강서구 등촌동 639-23 번지 브릭시티몰 3층 CGV 등촌,,http://www.cgv.co.kr
부산시,해운대구,11046,CINE de CHEF 센텀,2,90,0,2,2,0,0,상설,,가입,CJ올리브네트웍스(주),2009-03-03,영업,직영,부산광역시 해운대구 우1동 1495 번지 신세계백화점서관 7층,1544-1122,http://www.cgv.co.kr
서울시,강남구,1128,CINE de CHEF 압구정,2,78,0,2,2,0,0,상설,,가입,CJ올리브네트웍스(주),2007-08-01,영업,직영,서울특별시 강남구 신사동 602 번지,1544-1122,http://www.cgv.co.kr/
서울시,강남구,1123,CGV 강남,7,974,0,7,4,0,0,상설,,가입,CJ올리브네트웍스(주),2007-02-08,영업,직영,서울특별시 강남구 역삼동 814-6 번지 스타플렉스 4층~11층,1544-1122,http://www.cgv.co.kr/
부산시,연제구,11045,CGV 아시아드,8,1383,0,8,4,1,0,상설,,가입,CJ올리브네트웍스(주),2009-03-01,영업,직영,부산광역시 연제구 거제2동 1208 번지 홈플러스,1544-1122,http://www.cgv.co.kr/
